Abbreviation,Year,RoundNumber,Event,GridPosition,QualiDelta,Corners,TrackLength,TotalLaps,TrackTemp,AirTemp,Rainfall,SafetyCar,VirtualSafetyCar,RedFlag
TSU,2025,22,Las Vegas,20.0,8.864,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
GAS,2025,22,Las Vegas,10.0,3.606,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
LAW,2025,22,Las Vegas,6.0,1.128,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
COL,2025,22,Las Vegas,15.0,5.749,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
ALB,2025,22,Las Vegas,16.0,8.286,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
BOR,2025,22,Las Vegas,18.0,8.74,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
STR,2025,22,Las Vegas,12.0,4.916,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
NOR,2025,22,Las Vegas,1.0,0.0,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
PIA,2025,22,Las Vegas,5.0,1.027,17,5981.34,50.0,19.53,16.73,0.0,False,True,False
VER,2025,23,Qatar,3.0,0.264,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
PIA,2025,23,Qatar,1.0,0.0,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
SAI,2025,23,Qatar,7.0,0.9,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
NOR,2025,23,Qatar,2.0,0.108,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
ANT,2025,23,Qatar,5.0,0.459,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
RUS,2025,23,Qatar,4.0,0.275,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
ALO,2025,23,Qatar,8.0,1.031,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
LEC,2025,23,Qatar,10.0,1.174,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
LAW,2025,23,Qatar,12.0,1.046,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
TSU,2025,23,Qatar,15.0,1.374,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
ALB,2025,23,Qatar,14.0,1.242,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
HAM,2025,23,Qatar,17.0,1.52,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
BOR,2025,23,Qatar,19.0,1.147,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
COL,2025,23,Qatar,20.0,1.75,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
OCO,2025,23,Qatar,16.0,1.477,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
GAS,2025,23,Qatar,9.0,1.09,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
STR,2025,23,Qatar,18.0,1.671,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
HAD,2025,23,Qatar,6.0,0.727,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
BEA,2025,23,Qatar,13.0,1.051,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
HUL,2025,23,Qatar,11.0,0.966,16,4935.1,57.0,28.16,22.6,0.0,True,False,False
VER,2025,24,Abu Dhabi,1.0,0.0,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
PIA,2025,24,Abu Dhabi,3.0,0.23,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
NOR,2025,24,Abu Dhabi,2.0,0.201,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
LEC,2025,24,Abu Dhabi,5.0,0.523,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
RUS,2025,24,Abu Dhabi,4.0,0.438,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
ALO,2025,24,Abu Dhabi,6.0,0.695,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
OCO,2025,24,Abu Dhabi,8.0,0.706,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
HAM,2025,24,Abu Dhabi,16.0,1.187,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
HUL,2025,24,Abu Dhabi,18.0,1.243,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
STR,2025,24,Abu Dhabi,15.0,0.89,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
BOR,2025,24,Abu Dhabi,7.0,0.697,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
BEA,2025,24,Abu Dhabi,11.0,0.834,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
SAI,2025,24,Abu Dhabi,12.0,0.835,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
TSU,2025,24,Abu Dhabi,10.0,0.827,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
ANT,2025,24,Abu Dhabi,14.0,0.873,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
ALB,2025,24,Abu Dhabi,17.0,1.209,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
HAD,2025,24,Abu Dhabi,9.0,0.865,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
LAW,2025,24,Abu Dhabi,13.0,0.87,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
GAS,2025,24,Abu Dhabi,19.0,1.261,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
COL,2025,24,Abu Dhabi,20.0,1.683,16,5040.39,58.0,31.06,26.67,0.0,False,False,False
